,id,timepoint,Date,t=-10,t=-30,t=-20,Phase,t=
1027,52,50,3/28/13,,,,G2/M,251.71
1028,53,50,3/28/13,54.64,40.43,44.64,G2/M,279.08
1029,54,50,3/28/13,46.82,40.35,45.28,G2/M,238.05
1030,55,50,3/28/13,,,,G2/M,233.71
1031,56,50,3/28/13,,,,G2/M,203.18
1032,57,50,3/28/13,45.92,48.01,52.27,G2/M,193.33
1033,58,50,3/28/13,93.07,113.37,108.36,G2/M,292.74
1034,59,50,3/28/13,,,,G2/M,305.32
1035,60,50,3/28/13,39.42,40.67,40.74,G2/M,253.24
1036,61,50,3/28/13,,,,G2/M,316.99
1037,62,50,3/28/13,60.46,62.85,57.84,G2/M,333.49
1038,63,50,3/28/13,53.91,46.45,49.19,G2/M,315.51
1039,64,50,3/28/13,,,,G2/M,323.68
1040,65,50,3/28/13,68.17,71.6,69.77,G2/M,385.21
1041,66,50,3/28/13,,,,G2/M,370.07
1042,67,50,3/28/13,57.86,69.21,62.09,G2/M,363.59
1043,68,50,4/19/12,56.99,,44.99,G1,175.93
1044,69,50,4/19/12,80.28,58.07,65.63,G1,309.87
1045,70,50,4/19/12,65.6,56.7,58.06,G1,237.99
1046,71,50,4/19/12,61.6,,57.83,G1,269.21
1047,72,50,4/19/12,51.88,,,G1,199.75
1048,73,50,4/19/12,59.41,43.24,48.14,G1,288.0
1049,74,50,4/19/12,80.27,64.17,75.06,G1,257.42
1050,75,50,4/19/12,64.28,53.14,54.95,G1,350.18
1051,76,50,4/19/12,60.75,39.1,47.82,G1,270.6
1052,77,50,4/19/12,,,,G1,280.09
1053,78,50,4/19/12,55.9,33.89,44.39,G1,239.31
1054,79,50,4/19/12,57.3,32.12,45.31,G1,265.42
1055,80,50,4/19/12,44.66,36.21,37.83,G1,196.85
1056,81,50,4/19/12,55.35,,45.34,G1,259.3
1057,82,50,4/19/12,65.7,41.78,48.44,G1,323.21
1058,83,50,4/19/12,59.93,41.09,50.59,G1,287.64
1059,84,50,4/19/12,48.01,,41.13,G1,233.29
1060,85,50,4/19/12,59.69,57.12,57.94,G1,210.95
1061,86,50,4/19/12,64.61,56.86,60.15,G1,332.86
1062,87,50,4/19/12,81.25,54.35,70.87,G1,246.41
1063,88,50,4/19/12,65.02,50.96,60.82,G1,212.0
1064,89,50,4/19/12,56.95,49.21,54.74,G1,287.96
1065,90,50,4/19/12,44.99,33.02,41.92,G1,147.07
1066,91,50,4/19/12,49.08,36.07,44.28,G1,229.86
1067,92,50,4/19/12,59.01,41.89,52.17,G1,298.58
1068,93,50,4/19/12,59.48,34.85,49.21,G1,253.77
1069,94,50,4/19/12,93.87,66.12,83.01,G1,314.09
1070,95,50,4/19/12,74.64,42.5,64.72,G1,313.98
1071,96,50,4/19/12,85.93,64.85,80.42,G1,374.95
1072,97,50,4/19/12,,,,S,
1073,98,50,4/19/12,61.45,53.94,58.84,S,75.92
1074,99,50,4/19/12,77.93,52.99,62.83,S,166.53
1075,100,50,4/19/12,,,,S,192.11
1076,101,50,4/19/12,,,,S,177.18
1077,102,50,4/19/12,58.16,61.0,57.36,S,205.62
1078,103,50,4/19/12,72.83,51.27,58.46,S,112.58
1079,104,50,4/19/12,,,,S,210.77
1080,105,50,4/19/12,73.17,56.72,62.99,S,129.07
1081,106,50,4/19/12,91.29,67.5,77.83,S,188.66
1082,107,50,4/19/12,,,,S,170.52
1083,108,50,4/19/12,37.96,38.51,38.44,S,175.93
1084,109,50,4/19/12,,,,S,
1085,110,50,4/19/12,,,,S,
1086,111,50,4/19/12,,,,S,84.26
1087,112,50,4/19/12,55.54,38.46,43.73,S,99.25
1088,113,50,4/19/12,86.7,65.56,73.48,S,107.72
1089,114,50,4/19/12,,,,S,
1090,115,50,4/19/12,,,,S,
1091,116,50,4/19/12,58.74,41.74,47.81,S,113.4
1092,117,50,4/19/12,,,,S,
1093,118,50,4/19/12,21.82,18.95,18.89,S,72.44
1094,119,50,4/19/12,,,,S,
1095,120,50,4/19/12,48.14,34.92,40.86,S,94.36
1096,121,50,4/19/12,,,,S,
1097,122,50,4/19/12,51.08,32.12,39.69,S,107.71
1098,123,50,4/19/12,72.78,45.13,52.13,S,162.56
1099,124,50,4/19/12,,,,S,
1100,125,50,4/19/12,,,,S,
1101,126,50,4/19/12,,,,S,
1102,127,50,4/19/12,53.58,45.06,50.64,S,117.57
1103,128,50,4/19/12,,,,S,
1104,129,50,4/19/12,44.67,40.16,44.36,S,188.75
1105,130,50,4/19/12,51.63,38.83,46.36,S,119.32
1106,131,50,4/19/12,48.92,50.49,52.09,S,195.93
1107,132,50,4/19/12,,,,S,
1108,133,50,4/19/12,58.32,57.25,59.38,S,166.03
1109,134,50,4/19/12,63.96,46.67,55.74,S,111.78
1110,135,50,4/19/12,,,,S,
1111,136,50,4/19/12,69.59,57.14,68.21,S,145.41
1112,137,50,4/19/12,,,,S,
1113,138,50,4/19/12,48.08,43.45,49.31,S,85.81
1114,139,50,4/19/12,,,,S,
1115,140,50,4/19/12,66.71,49.75,59.16,S,114.36
1116,141,50,4/19/12,44.58,37.46,42.17,S,114.4
1117,142,50,4/19/12,,,,S,
1118,143,50,4/19/12,71.89,54.75,65.17,S,102.06
1119,144,50,4/19/12,61.81,54.25,59.44,S,111.61
1120,145,50,4/19/12,,,,S,115.56
1121,146,50,4/19/12,44.58,37.62,43.7,S,72.88
1122,147,50,4/19/12,,,,S,81.92
1123,148,50,4/19/12,,,,S,207.51
1124,149,50,4/19/12,91.92,76.91,89.27,S,188.9
1125,150,50,4/19/12,38.42,31.45,38.77,S,99.21
1126,151,50,4/19/12,,,,G2/M,230.15
1127,152,50,4/19/12,,,,G2/M,204.27
1128,153,50,4/19/12,,,,G2/M,263.2
1129,154,50,4/19/12,52.8,44.51,47.46,G2/M,218.37
1130,155,50,4/19/12,,,,G2/M,262.37
1131,156,50,4/19/12,42.27,41.41,35.75,G2/M,286.94
1132,157,50,4/19/12,60.21,53.48,53.99,G2/M,216.14
1133,158,50,4/19/12,43.78,28.7,34.67,G2/M,326.85
1134,159,50,4/19/12,,,,G2/M,247.39
1135,160,50,4/19/12,,,,G2/M,186.74
1136,161,50,4/19/12,99.81,89.65,94.91,G2/M,198.27
1137,162,50,4/19/12,,,,G2/M,197.93
1138,163,50,4/19/12,51.55,46.49,48.22,G2/M,207.42
1139,164,50,4/19/12,,,,G2/M,166.62
1140,165,50,4/19/12,41.47,41.21,40.76,G2/M,238.7
1141,166,50,4/19/12,,,,G2/M,
1142,167,50,4/19/12,40.06,41.79,38.46,G2/M,134.02
1143,168,50,4/19/12,,,,G2/M,
1144,169,50,4/19/12,,,,G2/M,
1145,170,50,4/19/12,,,,G2/M,
1146,171,50,4/19/12,40.32,27.73,30.68,G2/M,232.13
1147,172,50,4/19/12,45.08,43.02,41.44,G2/M,201.88
1148,173,50,4/19/12,54.46,29.39,39.76,G2/M,244.86
1149,174,50,4/19/12,,,,G2/M,160.06
1150,175,50,4/19/12,,,,G2/M,223.9
1151,176,50,4/19/12,,,,G2/M,161.76
1152,177,50,4/19/12,,,,G2/M,285.0
1153,178,50,4/19/12,51.13,52.64,48.68,G2/M,199.35
1154,179,50,4/19/12,49.57,49.55,48.03,G2/M,281.47
1155,180,50,4/19/12,61.49,42.47,53.29,G2/M,358.21
1156,181,50,4/19/12,42.64,38.76,39.34,G2/M,272.42
1157,182,50,4/19/12,43.76,42.08,40.26,G2/M,163.34
1158,183,50,4/19/12,,,,G2/M,268.43
1159,184,50,4/19/12,50.08,47.18,49.38,G2/M,253.93
1160,185,50,4/19/12,40.46,38.14,40.32,G2/M,92.54
1161,186,50,4/19/12,,,,G2/M,105.24
1162,187,50,4/19/12,41.94,40.29,40.5,G2/M,156.42
1163,188,50,4/19/12,,,,G2/M,170.77
1164,189,50,4/19/12,,,,G2/M,249.94
1165,190,50,4/19/12,64.56,61.19,64.14,G2/M,265.54
1166,191,50,4/19/12,63.39,60.61,63.54,G2/M,228.44
1167,192,50,4/19/12,39.04,39.6,42.72,G2/M,264.4
1168,193,50,4/19/12,,,,G2/M,205.85
1169,194,50,4/19/12,48.89,43.32,45.17,G2/M,306.75
1170,0,60,3/28/13,69.94,58.06,65.03,G1,315.86
1171,1,60,3/28/13,83.39,70.03,77.97,G1,348.55
1172,2,60,3/28/13,60.56,,,G1,385.7
1173,3,60,3/28/13,47.71,28.78,30.31,G1,245.02
1174,4,60,3/28/13,29.19,26.34,26.07,G1,253.48
1175,5,60,3/28/13,73.68,64.23,69.06,G1,260.2
1176,6,60,3/28/13,55.58,58.61,52.69,G1,308.36
1177,7,60,3/28/13,109.23,79.4,89.22,G1,485.3
1178,8,60,3/28/13,44.25,41.68,49.38,G1,245.08
1179,9,60,3/28/13,44.92,37.75,45.85,G1,250.24
1180,10,60,3/28/13,50.81,50.81,50.81,G1,330.52
1181,11,60,3/28/13,101.71,101.71,101.71,G1,465.99
1182,12,60,3/28/13,85.95,85.95,85.95,G1,459.66
1183,13,60,3/28/13,88.74,88.74,88.74,G1,460.24
1184,14,60,3/28/13,83.97,83.97,83.97,G1,413.12
1185,15,60,3/28/13,85.87,85.87,85.87,G1,450.47
1186,16,60,3/28/13,72.97,72.97,72.97,G1,355.71
1187,17,60,3/28/13,67.22,67.22,67.22,G1,384.37
1188,18,60,3/28/13,68.44,68.44,68.44,G1,393.76
1189,19,60,3/28/13,69.06,63.38,63.08,S,151.47
1190,20,60,3/28/13,,,,S,
1191,21,60,3/28/13,,,,S,
1192,22,60,3/28/13,,,,S,
1193,23,60,3/28/13,37.94,29.88,33.04,S,154.65
1194,24,60,3/28/13,77.61,79.54,83.89,S,211.41
1195,25,60,3/28/13,,,,S,
1196,26,60,3/28/13,,,,S,
1197,27,60,3/28/13,,,,S,
1198,28,60,3/28/13,50.56,58.71,57.68,S,300.94
1199,29,60,3/28/13,51.69,47.29,54.99,S,170.61
1200,30,60,3/28/13,54.19,56.68,58.29,S,195.19
1201,31,60,3/28/13,,,,S,
1202,32,60,3/28/13,75.47,71.99,77.44,S,276.95
1203,33,60,3/28/13,58.24,60.37,56.49,S,152.34
1204,34,60,3/28/13,26.78,18.24,22.56,S,155.38
1205,35,60,3/28/13,,,,S,
1206,36,60,3/28/13,75.97,82.54,80.84,S,356.12
1207,37,60,3/28/13,,,,S,172.75
1208,38,60,3/28/13,,,,S,277.47
1209,39,60,3/28/13,,,,S,
1210,40,60,3/28/13,40.57,40.9,42.48,S,157.54
1211,41,60,3/28/13,73.85,68.03,68.05,S,138.64
1212,42,60,3/28/13,,,,S,
1213,43,60,3/28/13,67.55,51.15,57.27,S,118.11
1214,44,60,3/28/13,85.01,78.26,81.4,S,157.05
1215,45,60,3/28/13,,,,S,158.02
1216,46,60,3/28/13,74.98,75.16,81.42,S,288.91
1217,47,60,3/28/13,65.89,56.34,61.99,S,166.12
1218,48,60,3/28/13,67.25,75.36,73.55,S,311.06
1219,49,60,3/28/13,,,,S,
1220,50,60,3/28/13,,,,S,
1221,51,60,3/28/13,77.49,74.82,75.4,S,175.61
1222,52,60,3/28/13,,,,G2/M,288.18
1223,53,60,3/28/13,54.64,40.43,44.64,G2/M,332.85
1224,54,60,3/28/13,46.82,40.35,45.28,G2/M,279.94
1225,55,60,3/28/13,,,,G2/M,274.6
1226,56,60,3/28/13,,,,G2/M,253.63
1227,57,60,3/28/13,45.92,48.01,52.27,G2/M,248.1
1228,58,60,3/28/13,93.07,113.37,108.36,G2/M,344.99
1229,59,60,3/28/13,,,,G2/M,363.75
1230,60,60,3/28/13,39.42,40.67,40.74,G2/M,305.42
1231,61,60,3/28/13,,,,G2/M,368.26
1232,62,60,3/28/13,60.46,62.85,57.84,G2/M,380.93
1233,63,60,3/28/13,53.91,46.45,49.19,G2/M,348.78
1234,64,60,3/28/13,,,,G2/M,376.97
1235,65,60,3/28/13,68.17,71.6,69.77,G2/M,453.83
1236,66,60,3/28/13,,,,G2/M,426.11
1237,67,60,3/28/13,57.86,69.21,62.09,G2/M,441.01
1238,68,60,4/19/12,56.99,,44.99,G1,214.36
1239,69,60,4/19/12,80.28,58.07,65.63,G1,384.14
1240,70,60,4/19/12,65.6,56.7,58.06,G1,292.8
1241,71,60,4/19/12,61.6,,57.83,G1,325.94
1242,72,60,4/19/12,51.88,,,G1,281.9
1243,73,60,4/19/12,59.41,43.24,48.14,G1,382.1
1244,74,60,4/19/12,80.27,64.17,75.06,G1,295.97
1245,75,60,4/19/12,64.28,53.14,54.95,G1,408.2
1246,76,60,4/19/12,60.75,39.1,47.82,G1,354.11
1247,77,60,4/19/12,,,,G1,343.3
1248,78,60,4/19/12,55.9,33.89,44.39,G1,279.25
1249,79,60,4/19/12,57.3,32.12,45.31,G1,324.71
1250,80,60,4/19/12,44.66,36.21,37.83,G1,232.62
1251,81,60,4/19/12,55.35,,45.34,G1,308.55
1252,82,60,4/19/12,65.7,41.78,48.44,G1,356.15
1253,83,60,4/19/12,59.93,41.09,50.59,G1,335.6
1254,84,60,4/19/12,48.01,,41.13,G1,272.67
1255,85,60,4/19/12,59.69,57.12,57.94,G1,256.14
1256,86,60,4/19/12,64.61,56.86,60.15,G1,399.81
1257,87,60,4/19/12,81.25,54.35,70.87,G1,278.68
1258,88,60,4/19/12,65.02,50.96,60.82,G1,279.15
1259,89,60,4/19/12,56.95,49.21,54.74,G1,338.95
1260,90,60,4/19/12,44.99,33.02,41.92,G1,180.08
1261,91,60,4/19/12,49.08,36.07,44.28,G1,271.24
1262,92,60,4/19/12,59.01,41.89,52.17,G1,368.46
1263,93,60,4/19/12,59.48,34.85,49.21,G1,317.54
1264,94,60,4/19/12,93.87,66.12,83.01,G1,377.85
1265,95,60,4/19/12,74.64,42.5,64.72,G1,359.04
1266,96,60,4/19/12,85.93,64.85,80.42,G1,452.84
1267,97,60,4/19/12,,,,S,
1268,98,60,4/19/12,61.45,53.94,58.84,S,98.45
1269,99,60,4/19/12,77.93,52.99,62.83,S,210.83
1270,100,60,4/19/12,,,,S,247.73
1271,101,60,4/19/12,,,,S,238.41
1272,102,60,4/19/12,58.16,61.0,57.36,S,276.5
1273,103,60,4/19/12,72.83,51.27,58.46,S,145.24
1274,104,60,4/19/12,,,,S,284.66
1275,105,60,4/19/12,73.17,56.72,62.99,S,163.02
1276,106,60,4/19/12,91.29,67.5,77.83,S,238.47
1277,107,60,4/19/12,,,,S,234.59
1278,108,60,4/19/12,37.96,38.51,38.44,S,238.0
1279,109,60,4/19/12,,,,S,187.79
1280,110,60,4/19/12,,,,S,
1281,111,60,4/19/12,,,,S,126.67
1282,112,60,4/19/12,55.54,38.46,43.73,S,128.85
1283,113,60,4/19/12,86.7,65.56,73.48,S,140.79
1284,114,60,4/19/12,,,,S,
1285,115,60,4/19/12,,,,S,
1286,116,60,4/19/12,58.74,41.74,47.81,S,138.66
1287,117,60,4/19/12,,,,S,
1288,118,60,4/19/12,21.82,18.95,18.89,S,99.3
1289,119,60,4/19/12,,,,S,
1290,120,60,4/19/12,48.14,34.92,40.86,S,131.52
1291,121,60,4/19/12,,,,S,
1292,122,60,4/19/12,51.08,32.12,39.69,S,132.06
1293,123,60,4/19/12,72.78,45.13,52.13,S,187.06
1294,124,60,4/19/12,,,,S,
1295,125,60,4/19/12,,,,S,
1296,126,60,4/19/12,,,,S,
1297,127,60,4/19/12,53.58,45.06,50.64,S,140.65
1298,128,60,4/19/12,,,,S,
1299,129,60,4/19/12,44.67,40.16,44.36,S,238.47
1300,130,60,4/19/12,51.63,38.83,46.36,S,168.17
1301,131,60,4/19/12,48.92,50.49,52.09,S,269.52
1302,132,60,4/19/12,,,,S,
1303,133,60,4/19/12,58.32,57.25,59.38,S,193.8
1304,134,60,4/19/12,63.96,46.67,55.74,S,141.33
1305,135,60,4/19/12,,,,S,
1306,136,60,4/19/12,69.59,57.14,68.21,S,190.59
1307,137,60,4/19/12,,,,S,
1308,138,60,4/19/12,48.08,43.45,49.31,S,96.79
1309,139,60,4/19/12,,,,S,
1310,140,60,4/19/12,66.71,49.75,59.16,S,145.42
1311,141,60,4/19/12,44.58,37.46,42.17,S,143.08
1312,142,60,4/19/12,,,,S,128.63
1313,143,60,4/19/12,71.89,54.75,65.17,S,128.26
1314,144,60,4/19/12,61.81,54.25,59.44,S,130.7
1315,145,60,4/19/12,,,,S,153.1
1316,146,60,4/19/12,44.58,37.62,43.7,S,96.51
1317,147,60,4/19/12,,,,S,112.51
1318,148,60,4/19/12,,,,S,265.72
1319,149,60,4/19/12,91.92,76.91,89.27,S,254.9
1320,150,60,4/19/12,38.42,31.45,38.77,S,118.37
1321,151,60,4/19/12,,,,G2/M,289.22
1322,152,60,4/19/12,,,,G2/M,261.95
1323,153,60,4/19/12,,,,G2/M,347.19
1324,154,60,4/19/12,52.8,44.51,47.46,G2/M,276.67
1325,155,60,4/19/12,,,,G2/M,330.12
1326,156,60,4/19/12,42.27,41.41,35.75,G2/M,369.55
1327,157,60,4/19/12,60.21,53.48,53.99,G2/M,273.79
1328,158,60,4/19/12,43.78,28.7,34.67,G2/M,372.85
1329,159,60,4/19/12,,,,G2/M,300.62
1330,160,60,4/19/12,,,,G2/M,233.9
1331,161,60,4/19/12,99.81,89.65,94.91,G2/M,238.21
1332,162,60,4/19/12,,,,G2/M,253.06
1333,163,60,4/19/12,51.55,46.49,48.22,G2/M,239.61
1334,164,60,4/19/12,,,,G2/M,214.26
1335,165,60,4/19/12,41.47,41.21,40.76,G2/M,289.85
1336,166,60,4/19/12,,,,G2/M,
1337,167,60,4/19/12,40.06,41.79,38.46,G2/M,167.04
1338,168,60,4/19/12,,,,G2/M,243.46
1339,169,60,4/19/12,,,,G2/M,
1340,170,60,4/19/12,,,,G2/M,
1341,171,60,4/19/12,40.32,27.73,30.68,G2/M,283.41
1342,172,60,4/19/12,45.08,43.02,41.44,G2/M,245.3
1343,173,60,4/19/12,54.46,29.39,39.76,G2/M,292.7
1344,174,60,4/19/12,,,,G2/M,206.78
1345,175,60,4/19/12,,,,G2/M,272.77
1346,176,60,4/19/12,,,,G2/M,210.55
1347,177,60,4/19/12,,,,G2/M,326.17
1348,178,60,4/19/12,51.13,52.64,48.68,G2/M,253.23
1349,179,60,4/19/12,49.57,49.55,48.03,G2/M,357.82
1350,180,60,4/19/12,61.49,42.47,53.29,G2/M,421.22
1351,181,60,4/19/12,42.64,38.76,39.34,G2/M,327.54
1352,182,60,4/19/12,43.76,42.08,40.26,G2/M,207.46
1353,183,60,4/19/12,,,,G2/M,308.89
1354,184,60,4/19/12,50.08,47.18,49.38,G2/M,309.23
1355,185,60,4/19/12,40.46,38.14,40.32,G2/M,108.33
1356,186,60,4/19/12,,,,G2/M,131.03
1357,187,60,4/19/12,41.94,40.29,40.5,G2/M,194.29
1358,188,60,4/19/12,,,,G2/M,236.94
1359,189,60,4/19/12,,,,G2/M,284.62
1360,190,60,4/19/12,64.56,61.19,64.14,G2/M,307.99
1361,191,60,4/19/12,63.39,60.61,63.54,G2/M,284.46
1362,192,60,4/19/12,39.04,39.6,42.72,G2/M,350.06
1363,193,60,4/19/12,,,,G2/M,281.55
1364,194,60,4/19/12,48.89,43.32,45.17,G2/M,375.41
1365,0,70,3/28/13,69.94,58.06,65.03,G1,348.04
1366,1,70,3/28/13,83.39,70.03,77.97,G1,365.97
1367,2,70,3/28/13,60.56,,,G1,424.71
1368,3,70,3/28/13,47.71,28.78,30.31,G1,267.04
1369,4,70,3/28/13,29.19,26.34,26.07,G1,281.88
1370,5,70,3/28/13,73.68,64.23,69.06,G1,271.32
1371,6,70,3/28/13,55.58,58.61,52.69,G1,317.05
1372,7,70,3/28/13,109.23,79.4,89.22,G1,495.76
1373,8,70,3/28/13,44.25,41.68,49.38,G1,269.5
1374,9,70,3/28/13,44.92,37.75,45.85,G1,268.42
1375,10,70,3/28/13,50.81,50.81,50.81,G1,361.77
1376,11,70,3/28/13,101.71,101.71,101.71,G1,497.41
1377,12,70,3/28/13,85.95,85.95,85.95,G1,501.38
1378,13,70,3/28/13,88.74,88.74,88.74,G1,501.56
1379,14,70,3/28/13,83.97,83.97,83.97,G1,440.8
1380,15,70,3/28/13,85.87,85.87,85.87,G1,462.51
1381,16,70,3/28/13,72.97,72.97,72.97,G1,389.57
1382,17,70,3/28/13,67.22,67.22,67.22,G1,408.95
1383,18,70,3/28/13,68.44,68.44,68.44,G1,419.04
1384,19,70,3/28/13,69.06,63.38,63.08,S,179.22
1385,20,70,3/28/13,,,,S,
1386,21,70,3/28/13,,,,S,
1387,22,70,3/28/13,,,,S,
1388,23,70,3/28/13,37.94,29.88,33.04,S,189.08
1389,24,70,3/28/13,77.61,79.54,83.89,S,246.93
1390,25,70,3/28/13,,,,S,
1391,26,70,3/28/13,,,,S,
1392,27,70,3/28/13,,,,S,316.08
1393,28,70,3/28/13,50.56,58.71,57.68,S,312.64
1394,29,70,3/28/13,51.69,47.29,54.99,S,179.16
1395,30,70,3/28/13,54.19,56.68,58.29,S,221.49
1396,31,70,3/28/13,,,,S,
1397,32,70,3/28/13,75.47,71.99,77.44,S,296.99
1398,33,70,3/28/13,58.24,60.37,56.49,S,169.65
1399,34,70,3/28/13,26.78,18.24,22.56,S,185.9
1400,35,70,3/28/13,,,,S,
1401,36,70,3/28/13,75.97,82.54,80.84,S,380.56
1402,37,70,3/28/13,,,,S,212.6
1403,38,70,3/28/13,,,,S,331.13
1404,39,70,3/28/13,,,,S,170.4
1405,40,70,3/28/13,40.57,40.9,42.48,S,195.22
1406,41,70,3/28/13,73.85,68.03,68.05,S,171.42
1407,42,70,3/28/13,,,,S,172.09
1408,43,70,3/28/13,67.55,51.15,57.27,S,130.87
1409,44,70,3/28/13,85.01,78.26,81.4,S,193.3
1410,45,70,3/28/13,,,,S,186.01
1411,46,70,3/28/13,74.98,75.16,81.42,S,347.26
1412,47,70,3/28/13,65.89,56.34,61.99,S,156.6
1413,48,70,3/28/13,67.25,75.36,73.55,S,345.37
1414,49,70,3/28/13,,,,S,344.94
1415,50,70,3/28/13,,,,S,
1416,51,70,3/28/13,77.49,74.82,75.4,S,208.59
1417,52,70,3/28/13,,,,G2/M,318.62
1418,53,70,3/28/13,54.64,40.43,44.64,G2/M,368.01
1419,54,70,3/28/13,46.82,40.35,45.28,G2/M,294.62
1420,55,70,3/28/13,,,,G2/M,308.57
1421,56,70,3/28/13,,,,G2/M,270.9
1422,57,70,3/28/13,45.92,48.01,52.27,G2/M,266.95
1423,58,70,3/28/13,93.07,113.37,108.36,G2/M,398.52
1424,59,70,3/28/13,,,,G2/M,346.2
1425,60,70,3/28/13,39.42,40.67,40.74,G2/M,326.92
1426,61,70,3/28/13,,,,G2/M,315.61
1427,62,70,3/28/13,60.46,62.85,57.84,G2/M,362.99
1428,63,70,3/28/13,53.91,46.45,49.19,G2/M,394.11
1429,64,70,3/28/13,,,,G2/M,415.84
1430,65,70,3/28/13,68.17,71.6,69.77,G2/M,488.8
1431,66,70,3/28/13,,,,G2/M,436.77
1432,67,70,3/28/13,57.86,69.21,62.09,G2/M,467.49
1433,68,70,4/19/12,56.99,,44.99,G1,243.88
1434,69,70,4/19/12,80.28,58.07,65.63,G1,405.23
1435,70,70,4/19/12,65.6,56.7,58.06,G1,337.88
1436,71,70,4/19/12,61.6,,57.83,G1,366.21
1437,72,70,4/19/12,51.88,,,G1,315.11
1438,73,70,4/19/12,59.41,43.24,48.14,G1,432.73
1439,74,70,4/19/12,80.27,64.17,75.06,G1,332.54
1440,75,70,4/19/12,64.28,53.14,54.95,G1,443.54
1441,76,70,4/19/12,60.75,39.1,47.82,G1,369.87
1442,77,70,4/19/12,,,,G1,380.01
1443,78,70,4/19/12,55.9,33.89,44.39,G1,307.09
1444,79,70,4/19/12,57.3,32.12,45.31,G1,363.55
1445,80,70,4/19/12,44.66,36.21,37.83,G1,270.02
1446,81,70,4/19/12,55.35,,45.34,G1,349.42
1447,82,70,4/19/12,65.7,41.78,48.44,G1,386.04
1448,83,70,4/19/12,59.93,41.09,50.59,G1,366.06
1449,84,70,4/19/12,48.01,,41.13,G1,301.0
1450,85,70,4/19/12,59.69,57.12,57.94,G1,279.68
1451,86,70,4/19/12,64.61,56.86,60.15,G1,406.22
1452,87,70,4/19/12,81.25,54.35,70.87,G1,304.05
1453,88,70,4/19/12,65.02,50.96,60.82,G1,350.33
1454,89,70,4/19/12,56.95,49.21,54.74,G1,410.29
1455,90,70,4/19/12,44.99,33.02,41.92,G1,205.61
1456,91,70,4/19/12,49.08,36.07,44.28,G1,290.76
1457,92,70,4/19/12,59.01,41.89,52.17,G1,382.17
1458,93,70,4/19/12,59.48,34.85,49.21,G1,353.28
1459,94,70,4/19/12,93.87,66.12,83.01,G1,395.37
1460,95,70,4/19/12,74.64,42.5,64.72,G1,396.66
1461,96,70,4/19/12,85.93,64.85,80.42,G1,493.8
1462,97,70,4/19/12,,,,S,120.82
1463,98,70,4/19/12,61.45,53.94,58.84,S,107.64
1464,99,70,4/19/12,77.93,52.99,62.83,S,245.9
1465,100,70,4/19/12,,,,S,292.77
1466,101,70,4/19/12,,,,S,270.48
1467,102,70,4/19/12,58.16,61.0,57.36,S,316.26
1468,103,70,4/19/12,72.83,51.27,58.46,S,153.76
1469,104,70,4/19/12,,,,S,311.94
1470,105,70,4/19/12,73.17,56.72,62.99,S,212.81
1471,106,70,4/19/12,91.29,67.5,77.83,S,292.53
1472,107,70,4/19/12,,,,S,281.28
1473,108,70,4/19/12,37.96,38.51,38.44,S,272.62
1474,109,70,4/19/12,,,,S,224.77
1475,110,70,4/19/12,,,,S,194.13
1476,111,70,4/19/12,,,,S,161.26
1477,112,70,4/19/12,55.54,38.46,43.73,S,158.29
1478,113,70,4/19/12,86.7,65.56,73.48,S,190.56
1479,114,70,4/19/12,,,,S,
1480,115,70,4/19/12,,,,S,
1481,116,70,4/19/12,58.74,41.74,47.81,S,195.12
1482,117,70,4/19/12,,,,S,
1483,118,70,4/19/12,21.82,18.95,18.89,S,129.68
1484,119,70,4/19/12,,,,S,
1485,120,70,4/19/12,48.14,34.92,40.86,S,174.58
1486,121,70,4/19/12,,,,S,
1487,122,70,4/19/12,51.08,32.12,39.69,S,176.53
1488,123,70,4/19/12,72.78,45.13,52.13,S,222.33
1489,124,70,4/19/12,,,,S,
1490,125,70,4/19/12,,,,S,
1491,126,70,4/19/12,,,,S,
1492,127,70,4/19/12,53.58,45.06,50.64,S,177.6
1493,128,70,4/19/12,,,,S,
1494,129,70,4/19/12,44.67,40.16,44.36,S,296.56
1495,130,70,4/19/12,51.63,38.83,46.36,S,223.55
1496,131,70,4/19/12,48.92,50.49,52.09,S,316.05
1497,132,70,4/19/12,,,,S,225.26
1498,133,70,4/19/12,58.32,57.25,59.38,S,231.34
1499,134,70,4/19/12,63.96,46.67,55.74,S,174.8
1500,135,70,4/19/12,,,,S,
1501,136,70,4/19/12,69.59,57.14,68.21,S,256.51
1502,137,70,4/19/12,,,,S,198.44
1503,138,70,4/19/12,48.08,43.45,49.31,S,113.39
1504,139,70,4/19/12,,,,S,
1505,140,70,4/19/12,66.71,49.75,59.16,S,178.58
1506,141,70,4/19/12,44.58,37.46,42.17,S,143.25
1507,142,70,4/19/12,,,,S,145.16
1508,143,70,4/19/12,71.89,54.75,65.17,S,151.97
1509,144,70,4/19/12,61.81,54.25,59.44,S,143.66
1510,145,70,4/19/12,,,,S,183.63
1511,146,70,4/19/12,44.58,37.62,43.7,S,120.64
1512,147,70,4/19/12,,,,S,128.15
1513,148,70,4/19/12,,,,S,321.33
1514,149,70,4/19/12,91.92,76.91,89.27,S,320.27
1515,150,70,4/19/12,38.42,31.45,38.77,S,138.09
1516,151,70,4/19/12,,,,G2/M,316.47
1517,152,70,4/19/12,,,,G2/M,283.3
1518,153,70,4/19/12,,,,G2/M,379.84
