,id,timepoint,Date,t=-10,t=-30,t=-20,Phase,t=
3453,138,170,4/19/12,48.08,43.45,49.31,S,344.53
3454,139,170,4/19/12,,,,S,353.99
3455,140,170,4/19/12,66.71,49.75,59.16,S,628.73
3456,141,170,4/19/12,44.58,37.46,42.17,S,489.92
3457,142,170,4/19/12,,,,S,507.92
3458,143,170,4/19/12,71.89,54.75,65.17,S,552.36
3459,144,170,4/19/12,61.81,54.25,59.44,S,532.85
3460,145,170,4/19/12,,,,S,444.73
3461,146,170,4/19/12,44.58,37.62,43.7,S,316.42
3462,147,170,4/19/12,,,,S,259.77
3463,148,170,4/19/12,,,,S,603.34
3464,149,170,4/19/12,91.92,76.91,89.27,S,612.68
3465,150,170,4/19/12,38.42,31.45,38.77,S,468.67
3466,151,170,4/19/12,,,,G2/M,431.49
3467,152,170,4/19/12,,,,G2/M,421.43
3468,153,170,4/19/12,,,,G2/M,500.67
3469,154,170,4/19/12,52.8,44.51,47.46,G2/M,314.04
3470,155,170,4/19/12,,,,G2/M,545.9
3471,156,170,4/19/12,42.27,41.41,35.75,G2/M,541.27
3472,157,170,4/19/12,60.21,53.48,53.99,G2/M,653.85
3473,158,170,4/19/12,43.78,28.7,34.67,G2/M,403.95
3474,159,170,4/19/12,,,,G2/M,386.25
3475,160,170,4/19/12,,,,G2/M,538.37
3476,161,170,4/19/12,99.81,89.65,94.91,G2/M,427.18
3477,162,170,4/19/12,,,,G2/M,498.84
3478,163,170,4/19/12,51.55,46.49,48.22,G2/M,552.06
3479,164,170,4/19/12,,,,G2/M,449.38
3480,165,170,4/19/12,41.47,41.21,40.76,G2/M,430.17
3481,166,170,4/19/12,,,,G2/M,368.63
3482,167,170,4/19/12,40.06,41.79,38.46,G2/M,442.22
3483,168,170,4/19/12,,,,G2/M,422.72
3484,169,170,4/19/12,,,,G2/M,583.79
3485,170,170,4/19/12,,,,G2/M,403.31
3486,171,170,4/19/12,40.32,27.73,30.68,G2/M,615.89
3487,172,170,4/19/12,45.08,43.02,41.44,G2/M,539.72
3488,173,170,4/19/12,54.46,29.39,39.76,G2/M,525.9
3489,174,170,4/19/12,,,,G2/M,377.66
3490,175,170,4/19/12,,,,G2/M,475.8
3491,176,170,4/19/12,,,,G2/M,505.17
3492,177,170,4/19/12,,,,G2/M,498.92
3493,178,170,4/19/12,51.13,52.64,48.68,G2/M,591.88
3494,179,170,4/19/12,49.57,49.55,48.03,G2/M,550.94
3495,180,170,4/19/12,61.49,42.47,53.29,G2/M,519.3
3496,181,170,4/19/12,42.64,38.76,39.34,G2/M,439.15
3497,182,170,4/19/12,43.76,42.08,40.26,G2/M,163.54
3498,183,170,4/19/12,,,,G2/M,511.48
3499,184,170,4/19/12,50.08,47.18,49.38,G2/M,436.97
3500,185,170,4/19/12,40.46,38.14,40.32,G2/M,360.39
3501,186,170,4/19/12,,,,G2/M,348.69
3502,187,170,4/19/12,41.94,40.29,40.5,G2/M,427.95
3503,188,170,4/19/12,,,,G2/M,482.88
3504,189,170,4/19/12,,,,G2/M,416.54
3505,190,170,4/19/12,64.56,61.19,64.14,G2/M,181.69
3506,191,170,4/19/12,63.39,60.61,63.54,G2/M,619.39
3507,192,170,4/19/12,39.04,39.6,42.72,G2/M,576.36
3508,193,170,4/19/12,,,,G2/M,502.93
3509,194,170,4/19/12,48.89,43.32,45.17,G2/M,548.87
3510,0,180,3/28/13,69.94,58.06,65.03,G1,521.36
3511,1,180,3/28/13,83.39,70.03,77.97,G1,376.01
3512,2,180,3/28/13,60.56,,,G1,572.1
3513,3,180,3/28/13,47.71,28.78,30.31,G1,433.78
3514,4,180,3/28/13,29.19,26.34,26.07,G1,459.33
3515,5,180,3/28/13,73.68,64.23,69.06,G1,316.44
3516,6,180,3/28/13,55.58,58.61,52.69,G1,568.5
3517,7,180,3/28/13,109.23,79.4,89.22,G1,594.5
3518,8,180,3/28/13,44.25,41.68,49.38,G1,376.14
3519,9,180,3/28/13,44.92,37.75,45.85,G1,353.44
3520,10,180,3/28/13,50.81,50.81,50.81,G1,585.16
3521,11,180,3/28/13,101.71,101.71,101.71,G1,691.32
3522,12,180,3/28/13,85.95,85.95,85.95,G1,747.07
3523,13,180,3/28/13,88.74,88.74,88.74,G1,563.82
3524,14,180,3/28/13,83.97,83.97,83.97,G1,602.58
3525,15,180,3/28/13,85.87,85.87,85.87,G1,553.3
3526,16,180,3/28/13,72.97,72.97,72.97,G1,608.25
3527,17,180,3/28/13,67.22,67.22,67.22,G1,455.7
3528,18,180,3/28/13,68.44,68.44,68.44,G1,574.0
3529,19,180,3/28/13,69.06,63.38,63.08,S,504.49
3530,20,180,3/28/13,,,,S,481.73
3531,21,180,3/28/13,,,,S,449.84
3532,22,180,3/28/13,,,,S,494.58
3533,23,180,3/28/13,37.94,29.88,33.04,S,459.95
3534,24,180,3/28/13,77.61,79.54,83.89,S,440.77
3535,25,180,3/28/13,,,,S,540.37
3536,26,180,3/28/13,,,,S,588.71
3537,27,180,3/28/13,,,,S,533.72
3538,28,180,3/28/13,50.56,58.71,57.68,S,528.05
3539,29,180,3/28/13,51.69,47.29,54.99,S,491.6
3540,30,180,3/28/13,54.19,56.68,58.29,S,587.42
3541,31,180,3/28/13,,,,S,583.26
3542,32,180,3/28/13,75.47,71.99,77.44,S,511.61
3543,33,180,3/28/13,58.24,60.37,56.49,S,545.47
3544,34,180,3/28/13,26.78,18.24,22.56,S,325.27
3545,35,180,3/28/13,,,,S,622.46
3546,36,180,3/28/13,75.97,82.54,80.84,S,606.73
3547,37,180,3/28/13,,,,S,402.57
3548,38,180,3/28/13,,,,S,502.46
3549,39,180,3/28/13,,,,S,477.99
3550,40,180,3/28/13,40.57,40.9,42.48,S,415.99
3551,41,180,3/28/13,73.85,68.03,68.05,S,405.76
3552,42,180,3/28/13,,,,S,407.73
3553,43,180,3/28/13,67.55,51.15,57.27,S,278.09
3554,44,180,3/28/13,85.01,78.26,81.4,S,456.07
3555,45,180,3/28/13,,,,S,454.51
3556,46,180,3/28/13,74.98,75.16,81.42,S,576.43
3557,47,180,3/28/13,65.89,56.34,61.99,S,531.0
3558,48,180,3/28/13,67.25,75.36,73.55,S,546.4
3559,49,180,3/28/13,,,,S,524.9
3560,50,180,3/28/13,,,,S,455.65
3561,51,180,3/28/13,77.49,74.82,75.4,S,462.53
3562,52,180,3/28/13,,,,G2/M,546.4
3563,53,180,3/28/13,54.64,40.43,44.64,G2/M,530.99
3564,54,180,3/28/13,46.82,40.35,45.28,G2/M,344.74
3565,55,180,3/28/13,,,,G2/M,482.4
3566,56,180,3/28/13,,,,G2/M,552.57
3567,57,180,3/28/13,45.92,48.01,52.27,G2/M,566.02
3568,58,180,3/28/13,93.07,113.37,108.36,G2/M,675.07
3569,59,180,3/28/13,,,,G2/M,617.93
3570,60,180,3/28/13,39.42,40.67,40.74,G2/M,598.67
3571,61,180,3/28/13,,,,G2/M,598.93
3572,62,180,3/28/13,60.46,62.85,57.84,G2/M,590.29
3573,63,180,3/28/13,53.91,46.45,49.19,G2/M,447.96
3574,64,180,3/28/13,,,,G2/M,593.84
3575,65,180,3/28/13,68.17,71.6,69.77,G2/M,614.11
3576,66,180,3/28/13,,,,G2/M,570.29
3577,67,180,3/28/13,57.86,69.21,62.09,G2/M,531.31
3578,68,180,4/19/12,56.99,,44.99,G1,477.79
3579,69,180,4/19/12,80.28,58.07,65.63,G1,553.62
3580,70,180,4/19/12,65.6,56.7,58.06,G1,468.64
3581,71,180,4/19/12,61.6,,57.83,G1,156.12
3582,72,180,4/19/12,51.88,,,G1,416.07
3583,73,180,4/19/12,59.41,43.24,48.14,G1,118.43
3584,74,180,4/19/12,80.27,64.17,75.06,G1,516.15
3585,75,180,4/19/12,64.28,53.14,54.95,G1,495.92
3586,76,180,4/19/12,60.75,39.1,47.82,G1,577.42
3587,77,180,4/19/12,,,,G1,528.72
3588,78,180,4/19/12,55.9,33.89,44.39,G1,86.64
3589,79,180,4/19/12,57.3,32.12,45.31,G1,441.42
3590,80,180,4/19/12,44.66,36.21,37.83,G1,425.93
3591,81,180,4/19/12,55.35,,45.34,G1,429.86
3592,82,180,4/19/12,65.7,41.78,48.44,G1,200.27
3593,83,180,4/19/12,59.93,41.09,50.59,G1,404.49
3594,84,180,4/19/12,48.01,,41.13,G1,461.99
3595,85,180,4/19/12,59.69,57.12,57.94,G1,370.07
3596,86,180,4/19/12,64.61,56.86,60.15,G1,525.13
3597,87,180,4/19/12,81.25,54.35,70.87,G1,450.02
3598,88,180,4/19/12,65.02,50.96,60.82,G1,460.15
3599,89,180,4/19/12,56.95,49.21,54.74,G1,630.73
3600,90,180,4/19/12,44.99,33.02,41.92,G1,439.12
3601,91,180,4/19/12,49.08,36.07,44.28,G1,471.25
3602,92,180,4/19/12,59.01,41.89,52.17,G1,441.38
3603,93,180,4/19/12,59.48,34.85,49.21,G1,478.79
3604,94,180,4/19/12,93.87,66.12,83.01,G1,466.81
3605,95,180,4/19/12,74.64,42.5,64.72,G1,586.91
3606,96,180,4/19/12,85.93,64.85,80.42,G1,148.95
3607,97,180,4/19/12,,,,S,408.68
3608,98,180,4/19/12,61.45,53.94,58.84,S,357.94
3609,99,180,4/19/12,77.93,52.99,62.83,S,443.67
3610,100,180,4/19/12,,,,S,518.29
3611,101,180,4/19/12,,,,S,502.78
3612,102,180,4/19/12,58.16,61.0,57.36,S,426.64
3613,103,180,4/19/12,72.83,51.27,58.46,S,476.16
3614,104,180,4/19/12,,,,S,505.74
3615,105,180,4/19/12,73.17,56.72,62.99,S,468.28
3616,106,180,4/19/12,91.29,67.5,77.83,S,626.43
3617,107,180,4/19/12,,,,S,461.13
3618,108,180,4/19/12,37.96,38.51,38.44,S,430.07
3619,109,180,4/19/12,,,,S,144.8
3620,110,180,4/19/12,,,,S,416.63
3621,111,180,4/19/12,,,,S,219.28
3622,112,180,4/19/12,55.54,38.46,43.73,S,512.5
3623,113,180,4/19/12,86.7,65.56,73.48,S,549.25
3624,114,180,4/19/12,,,,S,515.94
3625,115,180,4/19/12,,,,S,581.23
3626,116,180,4/19/12,58.74,41.74,47.81,S,221.44
3627,117,180,4/19/12,,,,S,298.88
3628,118,180,4/19/12,21.82,18.95,18.89,S,360.55
3629,119,180,4/19/12,,,,S,405.01
3630,120,180,4/19/12,48.14,34.92,40.86,S,363.46
3631,121,180,4/19/12,,,,S,496.68
3632,122,180,4/19/12,51.08,32.12,39.69,S,496.99
3633,123,180,4/19/12,72.78,45.13,52.13,S,602.42
3634,124,180,4/19/12,,,,S,512.31
3635,125,180,4/19/12,,,,S,511.2
3636,126,180,4/19/12,,,,S,588.65
3637,127,180,4/19/12,53.58,45.06,50.64,S,593.67
3638,128,180,4/19/12,,,,S,488.17
3639,129,180,4/19/12,44.67,40.16,44.36,S,202.39
3640,130,180,4/19/12,51.63,38.83,46.36,S,217.16
3641,131,180,4/19/12,48.92,50.49,52.09,S,475.51
3642,132,180,4/19/12,,,,S,531.41
3643,133,180,4/19/12,58.32,57.25,59.38,S,554.76
3644,134,180,4/19/12,63.96,46.67,55.74,S,588.37
3645,135,180,4/19/12,,,,S,568.72
3646,136,180,4/19/12,69.59,57.14,68.21,S,515.58
3647,137,180,4/19/12,,,,S,548.89
3648,138,180,4/19/12,48.08,43.45,49.31,S,351.3
3649,139,180,4/19/12,,,,S,368.54
3650,140,180,4/19/12,66.71,49.75,59.16,S,656.07
3651,141,180,4/19/12,44.58,37.46,42.17,S,496.86
3652,142,180,4/19/12,,,,S,536.65
3653,143,180,4/19/12,71.89,54.75,65.17,S,571.21
3654,144,180,4/19/12,61.81,54.25,59.44,S,555.59
3655,145,180,4/19/12,,,,S,460.49
3656,146,180,4/19/12,44.58,37.62,43.7,S,330.76
3657,147,180,4/19/12,,,,S,272.45
3658,148,180,4/19/12,,,,S,626.82
3659,149,180,4/19/12,91.92,76.91,89.27,S,633.34
3660,150,180,4/19/12,38.42,31.45,38.77,S,506.77
3661,151,180,4/19/12,,,,G2/M,426.26
3662,152,180,4/19/12,,,,G2/M,416.62
3663,153,180,4/19/12,,,,G2/M,506.82
3664,154,180,4/19/12,52.8,44.51,47.46,G2/M,308.59
3665,155,180,4/19/12,,,,G2/M,542.18
3666,156,180,4/19/12,42.27,41.41,35.75,G2/M,528.96
3667,157,180,4/19/12,60.21,53.48,53.99,G2/M,677.11
3668,158,180,4/19/12,43.78,28.7,34.67,G2/M,387.34
3669,159,180,4/19/12,,,,G2/M,412.38
3670,160,180,4/19/12,,,,G2/M,518.94
3671,161,180,4/19/12,99.81,89.65,94.91,G2/M,452.21
3672,162,180,4/19/12,,,,G2/M,531.23
3673,163,180,4/19/12,51.55,46.49,48.22,G2/M,582.09
3674,164,180,4/19/12,,,,G2/M,487.8
3675,165,180,4/19/12,41.47,41.21,40.76,G2/M,448.82
3676,166,180,4/19/12,,,,G2/M,377.3
3677,167,180,4/19/12,40.06,41.79,38.46,G2/M,437.85
3678,168,180,4/19/12,,,,G2/M,447.21
3679,169,180,4/19/12,,,,G2/M,565.26
3680,170,180,4/19/12,,,,G2/M,394.05
3681,171,180,4/19/12,40.32,27.73,30.68,G2/M,611.2
3682,172,180,4/19/12,45.08,43.02,41.44,G2/M,524.82
3683,173,180,4/19/12,54.46,29.39,39.76,G2/M,525.04
3684,174,180,4/19/12,,,,G2/M,412.48
3685,175,180,4/19/12,,,,G2/M,475.38
3686,176,180,4/19/12,,,,G2/M,543.71
3687,177,180,4/19/12,,,,G2/M,560.12
3688,178,180,4/19/12,51.13,52.64,48.68,G2/M,629.18
3689,179,180,4/19/12,49.57,49.55,48.03,G2/M,548.34
3690,180,180,4/19/12,61.49,42.47,53.29,G2/M,528.9
3691,181,180,4/19/12,42.64,38.76,39.34,G2/M,460.43
3692,182,180,4/19/12,43.76,42.08,40.26,G2/M,157.7
3693,183,180,4/19/12,,,,G2/M,535.86
3694,184,180,4/19/12,50.08,47.18,49.38,G2/M,437.4
3695,185,180,4/19/12,40.46,38.14,40.32,G2/M,395.28
3696,186,180,4/19/12,,,,G2/M,365.16
3697,187,180,4/19/12,41.94,40.29,40.5,G2/M,402.46
3698,188,180,4/19/12,,,,G2/M,468.28
3699,189,180,4/19/12,,,,G2/M,410.0
3700,190,180,4/19/12,64.56,61.19,64.14,G2/M,178.73
3701,191,180,4/19/12,63.39,60.61,63.54,G2/M,631.78
3702,192,180,4/19/12,39.04,39.6,42.72,G2/M,576.56
3703,193,180,4/19/12,,,,G2/M,506.33
3704,194,180,4/19/12,48.89,43.32,45.17,G2/M,559.26
3705,0,190,3/28/13,69.94,58.06,65.03,G1,529.47
3706,1,190,3/28/13,83.39,70.03,77.97,G1,398.8
3707,2,190,3/28/13,60.56,,,G1,575.14
3708,3,190,3/28/13,47.71,28.78,30.31,G1,453.52
3709,4,190,3/28/13,29.19,26.34,26.07,G1,479.32
3710,5,190,3/28/13,73.68,64.23,69.06,G1,320.49
3711,6,190,3/28/13,55.58,58.61,52.69,G1,554.56
3712,7,190,3/28/13,109.23,79.4,89.22,G1,576.95
3713,8,190,3/28/13,44.25,41.68,49.38,G1,377.63
3714,9,190,3/28/13,44.92,37.75,45.85,G1,344.14
3715,10,190,3/28/13,50.81,50.81,50.81,G1,605.51
3716,11,190,3/28/13,101.71,101.71,101.71,G1,694.82
3717,12,190,3/28/13,85.95,85.95,85.95,G1,731.8
3718,13,190,3/28/13,88.74,88.74,88.74,G1,536.86
3719,14,190,3/28/13,83.97,83.97,83.97,G1,614.65
3720,15,190,3/28/13,85.87,85.87,85.87,G1,545.52
3721,16,190,3/28/13,72.97,72.97,72.97,G1,598.67
3722,17,190,3/28/13,67.22,67.22,67.22,G1,457.83
3723,18,190,3/28/13,68.44,68.44,68.44,G1,588.31
3724,19,190,3/28/13,69.06,63.38,63.08,S,519.99
3725,20,190,3/28/13,,,,S,500.6
3726,21,190,3/28/13,,,,S,470.18
3727,22,190,3/28/13,,,,S,507.0
3728,23,190,3/28/13,37.94,29.88,33.04,S,455.9
3729,24,190,3/28/13,77.61,79.54,83.89,S,446.93
3730,25,190,3/28/13,,,,S,527.75
3731,26,190,3/28/13,,,,S,542.3
3732,27,190,3/28/13,,,,S,558.98
3733,28,190,3/28/13,50.56,58.71,57.68,S,525.01
3734,29,190,3/28/13,51.69,47.29,54.99,S,503.67
3735,30,190,3/28/13,54.19,56.68,58.29,S,600.36
3736,31,190,3/28/13,,,,S,571.3
3737,32,190,3/28/13,75.47,71.99,77.44,S,500.5
3738,33,190,3/28/13,58.24,60.37,56.49,S,126.74
3739,34,190,3/28/13,26.78,18.24,22.56,S,325.69
3740,35,190,3/28/13,,,,S,614.58
3741,36,190,3/28/13,75.97,82.54,80.84,S,606.4
3742,37,190,3/28/13,,,,S,425.17
3743,38,190,3/28/13,,,,S,524.98
3744,39,190,3/28/13,,,,S,466.1
3745,40,190,3/28/13,40.57,40.9,42.48,S,422.85
3746,41,190,3/28/13,73.85,68.03,68.05,S,418.57
3747,42,190,3/28/13,,,,S,430.18
3748,43,190,3/28/13,67.55,51.15,57.27,S,268.18
3749,44,190,3/28/13,85.01,78.26,81.4,S,448.29
3750,45,190,3/28/13,,,,S,465.46
3751,46,190,3/28/13,74.98,75.16,81.42,S,576.96
3752,47,190,3/28/13,65.89,56.34,61.99,S,140.85
3753,48,190,3/28/13,67.25,75.36,73.55,S,546.99
3754,49,190,3/28/13,,,,S,541.22
3755,50,190,3/28/13,,,,S,463.9
3756,51,190,3/28/13,77.49,74.82,75.4,S,452.04
3757,52,190,3/28/13,,,,G2/M,565.64
3758,53,190,3/28/13,54.64,40.43,44.64,G2/M,541.07
3759,54,190,3/28/13,46.82,40.35,45.28,G2/M,354.95
3760,55,190,3/28/13,,,,G2/M,466.02
3761,56,190,3/28/13,,,,G2/M,562.93
3762,57,190,3/28/13,45.92,48.01,52.27,G2/M,570.6
3763,58,190,3/28/13,93.07,113.37,108.36,G2/M,682.34
3764,59,190,3/28/13,,,,G2/M,626.77
3765,60,190,3/28/13,39.42,40.67,40.74,G2/M,605.82
3766,61,190,3/28/13,,,,G2/M,620.8
3767,62,190,3/28/13,60.46,62.85,57.84,G2/M,589.5
3768,63,190,3/28/13,53.91,46.45,49.19,G2/M,423.67
3769,64,190,3/28/13,,,,G2/M,603.71
3770,65,190,3/28/13,68.17,71.6,69.77,G2/M,601.2
3771,66,190,3/28/13,,,,G2/M,580.21
3772,67,190,3/28/13,57.86,69.21,62.09,G2/M,497.89
3773,68,190,4/19/12,56.99,,44.99,G1,488.55
3774,69,190,4/19/12,80.28,58.07,65.63,G1,529.74
3775,70,190,4/19/12,65.6,56.7,58.06,G1,462.64
3776,71,190,4/19/12,61.6,,57.83,G1,148.14
3777,72,190,4/19/12,51.88,,,G1,421.87
3778,73,190,4/19/12,59.41,43.24,48.14,G1,119.48
3779,74,190,4/19/12,80.27,64.17,75.06,G1,490.05
3780,75,190,4/19/12,64.28,53.14,54.95,G1,464.05
3781,76,190,4/19/12,60.75,39.1,47.82,G1,580.03
3782,77,190,4/19/12,,,,G1,585.66
3783,78,190,4/19/12,55.9,33.89,44.39,G1,72.21
3784,79,190,4/19/12,57.3,32.12,45.31,G1,436.22
3785,80,190,4/19/12,44.66,36.21,37.83,G1,442.4
3786,81,190,4/19/12,55.35,,45.34,G1,436.47
3787,82,190,4/19/12,65.7,41.78,48.44,G1,188.75
3788,83,190,4/19/12,59.93,41.09,50.59,G1,415.69
3789,84,190,4/19/12,48.01,,41.13,G1,457.04
3790,85,190,4/19/12,59.69,57.12,57.94,G1,361.82
3791,86,190,4/19/12,64.61,56.86,60.15,G1,540.38
3792,87,190,4/19/12,81.25,54.35,70.87,G1,445.72
3793,88,190,4/19/12,65.02,50.96,60.82,G1,442.02
3794,89,190,4/19/12,56.95,49.21,54.74,G1,604.34
3795,90,190,4/19/12,44.99,33.02,41.92,G1,385.61
3796,91,190,4/19/12,49.08,36.07,44.28,G1,435.63
3797,92,190,4/19/12,59.01,41.89,52.17,G1,410.61
3798,93,190,4/19/12,59.48,34.85,49.21,G1,447.36
3799,94,190,4/19/12,93.87,66.12,83.01,G1,454.18
3800,95,190,4/19/12,74.64,42.5,64.72,G1,556.12
3801,96,190,4/19/12,85.93,64.85,80.42,G1,150.83
3802,97,190,4/19/12,,,,S,408.66
3803,98,190,4/19/12,61.45,53.94,58.84,S,365.88
3804,99,190,4/19/12,77.93,52.99,62.83,S,438.6
3805,100,190,4/19/12,,,,S,539.73
3806,101,190,4/19/12,,,,S,500.22
3807,102,190,4/19/12,58.16,61.0,57.36,S,420.63
3808,103,190,4/19/12,72.83,51.27,58.46,S,459.69
3809,104,190,4/19/12,,,,S,508.02
3810,105,190,4/19/12,73.17,56.72,62.99,S,470.81
3811,106,190,4/19/12,91.29,67.5,77.83,S,608.38
3812,107,190,4/19/12,,,,S,449.13
3813,108,190,4/19/12,37.96,38.51,38.44,S,389.69
3814,109,190,4/19/12,,,,S,128.75
3815,110,190,4/19/12,,,,S,400.91
3816,111,190,4/19/12,,,,S,213.18
3817,112,190,4/19/12,55.54,38.46,43.73,S,494.47
3818,113,190,4/19/12,86.7,65.56,73.48,S,509.9
3819,114,190,4/19/12,,,,S,522.16
3820,115,190,4/19/12,,,,S,346.71
3821,116,190,4/19/12,58.74,41.74,47.81,S,200.19
3822,117,190,4/19/12,,,,S,299.22
3823,118,190,4/19/12,21.82,18.95,18.89,S,367.43
3824,119,190,4/19/12,,,,S,446.79
3825,120,190,4/19/12,48.14,34.92,40.86,S,374.75
3826,121,190,4/19/12,,,,S,489.68
3827,122,190,4/19/12,51.08,32.12,39.69,S,476.54
3828,123,190,4/19/12,72.78,45.13,52.13,S,610.39
3829,124,190,4/19/12,,,,S,532.06
3830,125,190,4/19/12,,,,S,531.45
3831,126,190,4/19/12,,,,S,598.83
3832,127,190,4/19/12,53.58,45.06,50.64,S,611.91
3833,128,190,4/19/12,,,,S,492.29
3834,129,190,4/19/12,44.67,40.16,44.36,S,198.75
3835,130,190,4/19/12,51.63,38.83,46.36,S,196.27
3836,131,190,4/19/12,48.92,50.49,52.09,S,468.47
3837,132,190,4/19/12,,,,S,538.98
3838,133,190,4/19/12,58.32,57.25,59.38,S,572.31
3839,134,190,4/19/12,63.96,46.67,55.74,S,585.97
3840,135,190,4/19/12,,,,S,577.1
3841,136,190,4/19/12,69.59,57.14,68.21,S,474.31
3842,137,190,4/19/12,,,,S,358.57
3843,138,190,4/19/12,48.08,43.45,49.31,S,344.75
3844,139,190,4/19/12,,,,S,340.84
3845,140,190,4/19/12,66.71,49.75,59.16,S,608.15
3846,141,190,4/19/12,44.58,37.46,42.17,S,506.15
3847,142,190,4/19/12,,,,S,513.95
3848,143,190,4/19/12,71.89,54.75,65.17,S,485.93
3849,144,190,4/19/12,61.81,54.25,59.44,S,544.78
3850,145,190,4/19/12,,,,S,438.66
3851,146,190,4/19/12,44.58,37.62,43.7,S,316.91
3852,147,190,4/19/12,,,,S,256.45
3853,148,190,4/19/12,,,,S,584.32
3854,149,190,4/19/12,91.92,76.91,89.27,S,623.07
3855,150,190,4/19/12,38.42,31.45,38.77,S,491.06
3856,151,190,4/19/12,,,,G2/M,422.66
3857,152,190,4/19/12,,,,G2/M,407.47
3858,153,190,4/19/12,,,,G2/M,494.85
3859,154,190,4/19/12,52.8,44.51,47.46,G2/M,294.07
3860,155,190,4/19/12,,,,G2/M,503.0
3861,156,190,4/19/12,42.27,41.41,35.75,G2/M,504.45
3862,157,190,4/19/12,60.21,53.48,53.99,G2/M,676.23
3863,158,190,4/19/12,43.78,28.7,34.67,G2/M,376.46
3864,159,190,4/19/12,,,,G2/M,424.81
3865,160,190,4/19/12,,,,G2/M,506.85
3866,161,190,4/19/12,99.81,89.65,94.91,G2/M,444.56
3867,162,190,4/19/12,,,,G2/M,537.55
3868,163,190,4/19/12,51.55,46.49,48.22,G2/M,601.73
3869,164,190,4/19/12,,,,G2/M,484.69
3870,165,190,4/19/12,41.47,41.21,40.76,G2/M,461.09
3871,166,190,4/19/12,,,,G2/M,381.41
3872,167,190,4/19/12,40.06,41.79,38.46,G2/M,444.1
3873,168,190,4/19/12,,,,G2/M,464.93
3874,169,190,4/19/12,,,,G2/M,552.18
3875,170,190,4/19/12,,,,G2/M,388.6
3876,171,190,4/19/12,40.32,27.73,30.68,G2/M,592.76
3877,172,190,4/19/12,45.08,43.02,41.44,G2/M,484.82
3878,173,190,4/19/12,54.46,29.39,39.76,G2/M,518.94
3879,174,190,4/19/12,,,,G2/M,426.61
3880,175,190,4/19/12,,,,G2/M,463.72
3881,176,190,4/19/12,,,,G2/M,549.91
3882,177,190,4/19/12,,,,G2/M,611.46
3883,178,190,4/19/12,51.13,52.64,48.68,G2/M,651.36
3884,179,190,4/19/12,49.57,49.55,48.03,G2/M,530.39
3885,180,190,4/19/12,61.49,42.47,53.29,G2/M,494.31
3886,181,190,4/19/12,42.64,38.76,39.34,G2/M,455.53
3887,182,190,4/19/12,43.76,42.08,40.26,G2/M,155.72
3888,183,190,4/19/12,,,,G2/M,356.94
3889,184,190,4/19/12,50.08,47.18,49.38,G2/M,473.05
3890,185,190,4/19/12,40.46,38.14,40.32,G2/M,389.19
3891,186,190,4/19/12,,,,G2/M,358.26
3892,187,190,4/19/12,41.94,40.29,40.5,G2/M,397.56
3893,188,190,4/19/12,,,,G2/M,462.71
3894,189,190,4/19/12,,,,G2/M,387.19
3895,190,190,4/19/12,64.56,61.19,64.14,G2/M,190.04
3896,191,190,4/19/12,63.39,60.61,63.54,G2/M,610.83
3897,192,190,4/19/12,39.04,39.6,42.72,G2/M,538.46
3898,193,190,4/19/12,,,,G2/M,479.53
3899,194,190,4/19/12,48.89,43.32,45.17,G2/M,539.02
